"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+","state"
"01001",327,44,116,167,174,18,63,93,153,26,53,74,256,31,88,137,133,12,46,75,123,19,42,62,59,10,25,24,35,4,16,15,24,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01003",1384,135,376,873,745,48,196,501,639,87,180,372,1255,117,330,808,674,41,170,463,581,75,161,345,87,13,32,42,44,5,17,22,42,8,14,20,5,,,,,,,,,,,,6,,,,,,,,4,,,,11,3,3,5,5,,,,7,,,,20,,,,,,,,,,,,"01"
"01005",157,11,52,95,90,4,30,56,67,7,22,39,96,5,30,60,55,,,35,41,3,13,25,59,6,20,33,34,,,20,25,4,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01007",132,18,44,70,77,8,27,42,55,10,17,27,105,13,33,60,61,6,19,36,45,7,14,24,24,4,11,10,15,,,6,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01009",325,35,101,190,172,13,56,103,154,22,45,87,309,29,97,182,164,11,54,99,145,18,43,84,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,1,,3,,,,3,,,,,,,,,,,,,,,,"01"
"01011",59,8,17,34,31,3,9,19,28,5,7,16,16,,,11,8,,,6,8,,,5,40,6,12,21,21,,,11,18,3,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01013",123,15,40,68,63,4,22,37,60,10,19,31,75,10,21,44,40,3,13,24,35,6,9,20,45,5,17,22,21,,,12,24,4,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01015",704,84,218,402,367,30,118,219,337,55,99,183,569,66,167,336,301,23,91,187,269,43,77,149,114,15,42,57,55,5,23,27,59,10,19,30,,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,4,,,,,,,,,,,,,,,,,,,,"01"
"01017",218,23,74,120,121,8,41,72,97,15,33,49,144,14,45,86,82,5,25,52,63,8,21,34,69,8,27,34,38,,,20,31,6,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01019",157,16,49,91,89,5,28,56,68,11,22,35,147,15,45,87,84,4,26,53,63,10,20,33,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01021",225,27,77,121,124,10,43,72,101,17,35,49,198,23,67,109,108,8,36,65,90,15,31,44,20,,,10,13,,,6,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01023",82,7,25,50,48,,,29,35,5,9,21,49,3,16,31,30,,,19,19,,,11,32,3,10,19,17,,,10,15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01025",158,17,52,89,86,7,29,50,73,10,24,39,89,9,23,58,50,3,13,33,40,5,10,24,67,9,27,31,34,3,15,16,33,5,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01027",93,9,29,55,49,,,32,44,7,14,23,81,7,25,49,43,,,29,38,6,12,20,10,,,5,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01029",85,8,29,48,48,4,16,28,37,4,13,20,79,7,27,45,45,3,15,27,34,3,13,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01031",273,36,81,156,143,15,41,88,129,21,40,68,216,25,62,129,114,11,30,72,102,14,32,56,41,7,14,20,23,,,12,18,4,6,8,,,,,,,,,,,,,,,,,,,,,,,,,10,,,5,4,,,,6,,,,,,,,,,,,,,,,"01"
"01033",354,36,113,204,192,13,64,115,162,23,50,89,295,30,92,173,159,11,51,98,136,19,42,75,50,5,17,28,26,,,14,24,4,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01035",77,6,26,46,42,,,26,35,3,12,20,47,,,31,25,,,18,23,,,13,28,3,11,14,16,,,7,12,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01037",64,9,19,36,34,3,11,20,31,5,9,17,44,5,13,26,22,,,14,22,3,7,12,19,,,10,11,,,6,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01039",224,23,71,130,117,10,36,71,107,13,36,59,196,19,61,116,103,8,31,64,93,11,30,52,23,,,12,12,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01041",102,11,31,60,54,5,17,32,48,6,14,28,80,8,23,49,43,3,14,26,37,4,11,22,19,,,10,9,,,4,10,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01043",470,58,146,266,240,26,74,140,230,33,72,126,457,56,141,260,233,25,71,137,225,31,71,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01045",265,32,81,153,141,11,44,86,124,21,37,67,211,22,63,126,114,8,34,72,97,15,28,54,43,7,16,21,23,,,12,21,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01047",234,26,81,127,120,8,45,67,114,18,35,60,90,8,27,55,46,,,28,44,5,12,27,139,17,53,70,71,5,29,37,68,12,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01049",336,40,100,197,179,16,50,113,157,24,49,84,313,32,94,187,167,12,47,107,146,20,46,80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1,,4,,,,4,,,,,,,,,,,,,,,,"01"
"01051",501,63,172,266,274,25,95,153,227,38,77,113,407,49,132,226,215,17,69,129,192,32,63,97,76,10,34,32,46,7,21,18,31,3,13,15,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01053",201,21,73,106,109,11,42,57,91,10,32,50,140,13,49,77,77,7,27,43,63,6,22,35,52,8,21,23,27,4,12,11,25,4,9,12,7,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01055",635,69,197,369,326,26,102,199,309,43,95,171,553,58,167,328,285,22,86,177,267,35,82,151,70,9,25,36,35,,,19,35,6,12,17,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01057",106,11,33,62,55,5,19,31,51,6,14,31,90,9,27,54,46,4,15,27,44,5,12,27,12,,,6,6,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01059",171,20,49,102,94,8,26,60,77,12,23,42,159,17,46,96,87,7,24,56,72,10,22,40,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01061",162,16,46,99,94,5,29,60,68,10,19,39,145,14,42,90,83,4,26,53,63,10,16,37,14,,,8,10,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01063",54,4,19,31,27,,,15,27,3,7,16,14,,,7,8,,,4,6,,,3,40,3,13,24,19,,,11,21,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01065",87,8,32,46,50,4,17,29,37,4,15,18,40,,,22,21,,,12,19,,,10,44,5,16,23,27,,,15,17,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01067",117,10,37,70,69,4,22,42,48,6,15,27,83,7,27,50,47,,,31,36,5,12,19,31,,,18,20,,,10,11,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01069",591,68,180,343,311,26,96,189,280,42,84,154,454,49,126,279,234,16,67,151,220,33,59,127,125,15,51,59,70,7,28,35,55,8,23,24,,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01071",324,33,107,184,166,12,55,100,158,22,52,84,304,31,100,174,158,11,52,95,147,20,48,79,8,,,5,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01073",3533,418,1192,1923,1826,154,652,1020,1707,264,540,903,2009,209,602,1198,1039,80,326,633,970,129,276,565,1407,177,550,680,729,61,304,364,678,117,245,316,4,,,,,,,,,,,,32,7,12,14,14,,,8,19,5,8,6,36,15,12,9,18,7,7,4,18,8,5,5,45,,,,,,,,,,,,"01"
"01075",97,10,32,55,49,4,16,30,48,7,15,26,86,9,27,51,44,,,27,42,6,13,24,10,,,4,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01077",525,60,158,307,264,22,81,161,261,38,78,146,471,50,139,282,238,18,72,148,233,32,67,134,43,8,17,18,20,,,10,23,5,10,8,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01079",211,24,68,118,106,8,36,63,105,17,32,56,181,21,56,104,91,6,31,54,90,15,25,49,26,3,10,14,14,,,8,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01081",572,82,189,301,300,31,97,172,272,50,93,129,415,57,127,231,220,22,61,136,195,35,66,94,134,18,55,61,69,6,32,31,65,12,22,30,,,,,,,,,,,,,13,4,4,5,5,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01083",519,66,186,267,275,26,100,149,244,41,85,118,442,52,154,236,235,21,83,131,207,31,71,105,56,8,25,23,30,3,14,13,26,5,11,11,,,,,,,,,,,,,5,,,,,,,,3,,,,8,,,,,,,,5,,,,,,,,,,,,,,,,"01"
"01085",79,9,24,45,45,4,15,26,33,5,9,19,27,3,7,17,16,,,11,11,,,6,50,6,17,27,28,,,14,22,3,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01087",115,10,38,67,65,4,22,39,50,7,15,28,22,,,13,14,,,8,9,,,5,90,9,29,52,49,3,17,29,41,6,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01089",1879,246,651,982,900,83,320,497,980,163,332,485,1436,166,482,789,693,56,237,400,744,110,245,389,342,60,138,144,152,19,66,67,189,41,72,77,,,,,,,,,,,,,30,7,8,15,8,,,4,21,5,6,10,26,8,8,9,13,3,4,6,13,4,5,3,,,,,,,,,,,,,"01"
"01091",115,14,35,66,62,5,21,36,53,9,14,30,55,6,13,36,26,,,17,29,4,6,19,56,7,21,28,33,3,13,17,23,4,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01093",187,17,56,115,107,6,32,69,81,11,24,46,179,15,53,111,102,5,30,67,77,10,23,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01095",517,65,165,287,268,25,88,155,249,40,77,132,484,54,154,276,252,20,83,149,233,34,71,128,9,,,5,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,4,,7,4,2,,7,4,3,,,,,,,,,,,,,,"01"
"01097",2174,247,743,1184,1126,89,410,627,1049,158,334,557,1447,157,452,838,751,57,244,450,697,99,209,388,671,80,269,322,338,27,151,160,333,53,117,162,6,,,,5,,,,,,,,18,3,7,8,10,,,5,8,,,,15,,,7,9,,,4,5,,,,17,,,,13,,,,,,,,"01"
"01099",122,13,43,66,64,4,24,36,58,9,20,30,76,6,28,42,40,,,23,36,4,13,19,42,6,15,22,22,,,12,20,4,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01101",1190,137,402,651,599,50,207,343,591,88,194,308,567,51,159,357,294,20,85,189,273,31,74,168,574,77,227,271,276,26,114,136,298,51,113,134,,,,,,,,,,,,,15,4,5,6,6,,,4,9,,,,8,,,3,3,,,,5,,,,,,,,,,,,,,,,"01"
"01103",730,87,225,418,387,33,121,233,343,54,104,185,632,68,191,373,337,26,104,207,296,42,87,167,75,11,28,36,37,3,15,20,38,8,13,17,,,,,,,,,,,,,,,,,,,,,,,,,15,6,3,6,9,,,4,6,3,2,,,,,,,,,,,,,,"01"
"01105",53,6,18,29,27,,,15,26,3,8,15,19,,,14,9,,,6,10,,,8,32,4,13,15,16,,,8,15,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01107",133,17,45,70,64,5,20,39,69,12,25,32,76,9,23,44,40,,,25,36,7,11,18,53,6,21,25,23,,,13,30,4,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01109",167,15,56,96,86,7,27,53,81,9,28,44,108,8,31,69,57,4,14,39,51,4,17,30,54,7,22,24,28,,,13,26,4,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01111",138,15,45,78,72,6,22,44,66,9,23,34,116,11,37,68,60,4,18,38,56,7,19,29,20,3,7,10,11,,,6,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01113",250,30,89,131,127,12,47,68,123,19,41,63,151,16,50,85,76,7,25,44,75,9,25,42,90,13,36,41,48,4,21,23,42,9,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01115",515,62,171,282,278,24,96,158,237,38,75,124,466,51,149,265,250,19,83,148,215,32,66,117,34,7,17,10,20,,,7,14,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01117",1032,143,328,561,534,47,176,311,498,96,152,251,893,114,273,506,464,39,146,279,429,75,127,227,92,18,37,37,46,4,21,21,46,15,15,16,,,,,,,,,,,,,11,,,5,6,,,4,6,,,,21,6,8,6,12,,,5,9,3,5,,,,,,,,,,,,,,"01"
"01119",73,7,26,40,38,,,22,34,5,11,18,19,,,13,12,,,8,8,,,5,52,5,21,26,25,,,13,26,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01121",488,62,159,267,254,24,85,145,233,38,74,121,353,40,108,205,184,15,57,112,169,25,51,93,122,19,47,57,64,7,26,30,59,12,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01123",295,29,92,173,162,8,51,103,133,21,41,71,223,20,66,137,122,5,36,81,101,15,30,56,68,8,25,36,38,,,21,31,5,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01125",936,126,308,503,498,50,175,273,438,76,132,230,643,75,195,373,339,32,107,200,304,44,87,173,264,43,104,117,139,15,61,63,125,28,43,54,,,,,,,,,,,,,7,,,,4,,,,,,,,8,3,3,,5,,,,,,,,,,,,,,,,,,,,"01"
"01127",454,49,145,260,234,17,82,135,220,31,64,125,423,44,134,245,216,16,73,126,207,29,60,119,25,,,13,14,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01129",93,11,31,52,50,3,19,28,44,7,13,24,68,8,20,39,35,,,20,32,5,8,19,25,,,12,14,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01131",70,6,26,37,38,,,21,32,4,12,16,25,,,16,15,,,10,10,,,6,44,5,18,21,23,,,11,21,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"01133",150,14,45,90,87,7,25,55,63,7,20,36,146,14,44,89,85,7,24,54,61,7,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01"
"02013",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02016",10,,,4,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02020",1256,195,437,624,636,70,218,348,620,125,219,276,888,119,306,462,464,43,157,264,424,77,149,198,59,8,25,26,36,3,16,18,23,5,9,9,140,26,52,62,60,10,22,28,80,16,30,33,107,26,35,46,43,8,12,23,64,19,22,23,54,13,17,24,27,5,9,13,27,8,7,11,8,3,2,4,6,1,2,2,2,0,2,2,"02"
"02050",48,8,19,21,28,,,14,20,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,46,8,17,20,26,,,13,19,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02060",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02068",8,,,4,5,,,,3,,,,8,,,4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02070",18,,,10,9,,,6,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,16,,,9,8,,,5,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02090",356,55,128,174,183,21,63,99,173,35,63,75,282,38,98,147,152,15,51,87,130,23,47,60,13,,,4,7,,,,6,,,,39,9,16,15,16,3,8,6,23,6,8,9,10,,,4,3,,,,7,,,,11,3,4,4,4,,,,7,,,,1,,,0,1,,,,0,,,,"02"
"02100",11,,,6,5,,,3,6,,,,9,,,6,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02105",16,,,11,9,,,7,6,,,4,10,,,6,6,,,4,4,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02110",143,21,55,68,75,8,27,40,69,14,27,28,101,14,37,50,58,5,21,32,43,9,16,18,,,,,,,,,,,,,29,5,12,12,12,,,6,18,4,7,7,6,,,,,,,,4,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,"02"
"02122",339,34,116,189,191,14,61,116,148,20,55,73,295,28,97,170,173,12,52,109,122,16,45,62,,,,,,,,,,,,,34,5,15,14,14,,,6,20,3,9,8,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02130",75,8,25,42,41,,,27,34,6,13,16,60,5,20,34,34,,,22,26,4,10,12,,,,,,,,,,,,,10,,,7,5,,,3,6,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02150",53,7,18,28,27,,,16,25,5,9,11,31,4,11,15,16,,,9,15,,,7,,,,,,,,,,,,,11,,,6,6,,,4,5,,,,8,,,5,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02158",18,3,7,8,11,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,7,8,11,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02164",7,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02170",457,70,164,224,243,27,84,133,214,43,80,91,402,56,142,204,217,22,73,122,185,34,69,82,6,,,3,3,,,,,,,,35,10,14,11,16,,,5,19,7,6,6,6,,,,,,,,4,,,,6,,,,4,,,,,,,,2,,,,,,,,,,,,"02"
"02180",34,6,10,18,19,3,5,11,16,,,8,5,,,,4,,,,,,,,,,,,,,,,,,,,29,6,7,15,15,3,3,9,14,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02185",24,4,9,11,11,,,6,13,,,5,,,,,,,,,,,,,,,,,,,,,,,,,20,,,10,9,,,5,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02188",23,5,7,11,14,,,6,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,20,4,6,9,11,,,5,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02195",18,,,9,11,,,6,7,,,4,14,,,8,9,,,5,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02198",31,,,17,18,,,12,13,,,6,16,,,9,11,,,7,5,,,,,,,,,,,,,,,,15,,,8,7,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02220",38,6,10,21,19,,,11,18,4,4,10,29,5,7,17,16,,,9,13,,,7,,,,,,,,,,,,,7,,,4,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02230",4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02240",36,,,23,24,,,16,13,,,7,29,,,19,19,,,13,10,,,6,,,,,,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02261",39,5,13,22,23,3,7,13,17,,,8,28,4,9,16,18,,,10,11,,,6,,,,,,,,,,,,,9,,,5,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02275",14,,,10,9,,,6,5,,,5,11,,,9,7,,,5,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"02290",34,4,12,18,21,,,12,13,,,6,8,,,5,6,,,3,,,,,,,,,,,,,,,,,26,4,9,12,15,,,8,11,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02"
"04001",226,29,72,125,113,10,38,64,114,20,33,61,79,6,24,49,47,,,29,32,3,9,20,,,,,,,,,,,,,132,22,44,66,58,7,21,30,75,15,23,36,,,,,,,,,,,,,11,,,8,6,,,4,5,,,3,,,,,,,,,,,,,"04"
"04003",722,62,184,476,398,25,94,279,324,37,90,197,548,35,131,382,305,15,65,226,242,20,66,156,19,,,9,12,,,6,7,,,,3,,,,,,,,,,,,9,,,5,,,,,6,,,3,133,21,38,74,69,8,19,42,64,14,18,33,10,,,,,,,,,,,,"04"
"04005",475,59,150,266,235,23,74,138,240,36,76,128,346,34,109,204,179,12,57,110,167,22,52,94,6,,,4,3,,,,,,,,77,16,25,35,32,7,9,16,45,9,16,20,,,,,,,,,,,,,38,7,12,19,16,,,8,22,4,7,11,,,,,,,,,,,,,"04"
"04007",307,20,69,218,152,6,28,118,155,14,41,100,257,12,56,189,131,4,21,106,126,8,35,83,,,,,,,,,,,,,14,4,3,7,5,,,,9,,,5,,,,,,,,,,,,,32,3,9,20,14,,,9,18,,,11,,,,,,,,,,,,,"04"
"04009",134,17,40,77,67,8,20,39,67,8,21,38,89,8,27,54,48,4,15,29,42,4,12,25,,,,,,,,,,,,,13,,,7,6,,,,8,,,4,,,,,,,,,,,,,30,5,10,15,13,,,7,17,,,8,,,,,,,,,,,,,"04"
"04011",36,4,11,22,21,,,15,16,,,7,24,,,14,14,,,10,10,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,7,6,,,4,5,,,,,,,,,,,,,,,,"04"
"04012",129,7,27,94,78,,,62,50,4,14,33,107,4,18,85,68,,,56,39,,,29,,,,,,,,,,,,,9,,,5,5,,,4,4,,,,,,,,,,,,,,,,10,,,4,5,,,,5,,,,,,,,,,,,,,,,"04"
"04013",19166,2581,5477,11108,9478,966,2676,5836,9688,1615,2802,5271,14839,1526,3969,9345,7494,582,1963,4949,7345,944,2006,4396,753,136,292,324,380,52,161,168,373,84,132,157,188,53,71,63,74,16,30,28,114,36,42,36,429,106,133,190,162,31,49,81,267,75,83,109,2633,710,904,1018,1172,262,404,506,1461,448,501,512,324,50,108,168,196,23,69,104,128,28,38,61,"04"
"04015",1594,89,386,1119,879,32,207,640,715,56,180,479,1434,68,337,1028,807,26,184,597,627,42,153,431,11,,,6,8,,,4,,,,,17,,,9,7,,,4,10,,,5,9,,,6,4,,,3,5,,,,116,16,33,67,49,5,14,30,67,11,19,37,7,,,3,4,,,2,,,,,"04"
"04017",488,51,136,300,261,23,65,173,227,28,71,127,328,22,89,217,184,10,43,131,144,12,46,86,,,,,,,,,,,,,119,22,38,60,59,11,17,32,60,12,20,28,3,,,,,,,,,,,,32,5,8,19,13,,,7,19,3,4,11,,,,,,,,,,,,,"04"
"04019",5454,523,1415,3516,2821,203,694,1924,2633,320,721,1592,4063,277,965,2821,2155,113,479,1563,1908,164,486,1259,135,15,50,70,83,8,31,44,52,7,18,27,78,15,28,34,35,6,13,16,42,9,15,18,86,15,26,45,32,,,20,54,12,17,25,1020,192,328,500,473,70,151,252,547,122,177,248,72,9,18,46,43,,,29,30,6,8,15,"04"
